fiscal_year,kan_no,kan_name,ko_no,ko_name,moku_no,moku_name,initial_budget,supplementary,carryover_in,reserve_or_transfer,budget_total,expended,carryover_out,carryover_out_continuing,carryover_out_explicit,carryover_out_accident,unused,source
2024,10,教育費,1,教育総務費,4,文化財保存費,6169000,1305000,,,7474000,7350605,,,,,123395,R6決算書p58
2024,10,教育費,1,教育総務費,6,文化施設費,17694000,1279000,,,18973000,18523183,,,,,449817,R6決算書p59
2024,10,教育費,2,小学校費,1,学校管理費,28963000,8815000,,,37778000,36504892,,,,,1273108,R6決算書p60
2024,10,教育費,2,小学校費,2,教育振興費,9613000,245000,,,9858000,9582137,,,,,275863,R6決算書p61
2024,10,教育費,3,中学校費,1,学校管理費,43122000,-12343000,,,30779000,29172707,,,,,1606293,R6決算書p62
2024,10,教育費,3,中学校費,2,教育振興費,3727000,-660000,,,3067000,2832359,,,,,234641,R6決算書p63
2024,10,教育費,4,社会教育費,1,社会教育総務費,5007000,3802000,,,8809000,7505173,,,,,1303827,R6決算書p64
2024,10,教育費,4,社会教育費,2,公民館費,14020000,9672000,,,23692000,15558321,,,6875000,,1258679,R6決算書p64
2024,10,教育費,5,保健体育費,1,保健体育総務費,1631000,-1121000,,,510000,445620,,,,,64380,R6決算書p65
2024,10,教育費,5,保健体育費,2,学校給食運営費,13899000,243000,,,14142000,13790117,,,,,351883,R6決算書p65
2024,10,教育費,5,保健体育費,4,体育施設管理費,1785000,-126000,,,1659000,1554026,,,,,104974,R6決算書p66
2024,11,災害復旧費,1,農林水産業施設災害復旧費,1,農地農業用施設災害復旧費,0,0,4000000,,4000000,891000,,,,,3109000,R6決算書p67
2024,11,災害復旧費,1,農林水産業施設災害復旧費,2,林道施設災害復旧費,4950000,78834000,41924000,,125708000,72166000,,,42358000,,11184000,R6決算書p67
2024,12,公債費,1,公債費,1,元金,229608000,28186000,,-651057,257142943,228107383,,,,,29035560,R6決算書p67
2024,12,公債費,1,公債費,2,利子,4314000,3400000,,651057,8365057,7360219,,,,,1004838,R6決算書p67
2024,13,諸支出金,1,基金費,1,財政調整基金費,94000,0,,,94000,93259,,,,,741,R6決算書p67
2024,13,諸支出金,1,基金費,2,減債基金費,120000,1000,,,121000,120297,,,,,703,R6決算書p67
2024,13,諸支出金,1,基金費,3,公共施設等整備基金費,173000,1000,,,174000,173445,,,,,555,R6決算書p68
2024,13,諸支出金,1,基金費,4,文教施設整備基金費,18000,0,,,18000,17299,,,,,701,R6決算書p68
2024,13,諸支出金,1,基金費,5,ふるさとづくり基金費,2711000,-174000,,,2537000,2533041,,,,,3959,R6決算書p68
2024,13,諸支出金,1,基金費,6,高齢者福祉基金費,4000,30000000,,,30004000,30003647,,,,,353,R6決算書p68
2024,13,諸支出金,1,基金費,13,奨学資金貸付基金,0,2228000,,,2228000,2228000,,,,,0,R6決算書p68
2024,13,諸支出金,1,基金費,14,森林環境譲与税基金,2000,15353000,,,15355000,15354222,,,,,778,R6決算書p68
2024,13,諸支出金,2,普通財産取得費,1,立木取得費,0,847000,,,847000,847000,,,,,0,R6決算書p68
2024,14,予備費,1,予備費,1,予備費,10000000,0,,-312400,9687600,0,,,,,9687600,R6決算書p68
2025,1,議会費,1,議会費,1,議会費,27742000,-445000,,,27297000,27163440,,,,,133560,R7決算書p19
2025,2,総務費,1,総務管理費,1,一般管理費,154515000,-6671000,,,147844000,145560803,,,,,2283197,R7決算書p19
2025,2,総務費,1,総務管理費,2,文書広報費,36965000,-6820000,39600000,,69745000,69168630,,,,,576370,R7決算書p21
2025,2,総務費,1,総務管理費,3,財政管理費,7222000,-56000,,,7166000,7164510,,,,,1490,R7決算書p22
2025,2,総務費,1,総務管理費,5,財産管理費,15814000,-365000,,,15449000,15159576,,,,,289424,R7決算書p22
2025,2,総務費,1,総務管理費,6,企画費,56896000,14037000,1845000,,72778000,66930978,,,3415000,,2432022,R7決算書p23
2025,2,総務費,1,総務管理費,8,交通安全対策費,5177000,6868000,,,12045000,11476503,,,,,568497,R7決算書p24
2025,2,総務費,1,総務管理費,9,電子計算費,151511000,-10139000,,,141372000,137914291,,,,,3457709,R7決算書p25
2025,2,総務費,1,総務管理費,10,ＣＡＴＶ事業費,20368000,-498000,,,19870000,18287533,,,,,1582467,R7決算書p26
2025,2,総務費,2,徴税費,1,税務総務費,23528000,3455000,,,26983000,26866747,,,,,116253,R7決算書p26
2025,2,総務費,2,徴税費,2,賦課徴収費,8496000,-3125000,,,5371000,5370835,,,,,165,R7決算書p27
2025,2,総務費,3,戸籍住民基本台帳費,1,戸籍住民基本台帳費,37543000,-130000,,,37413000,28279854,,,8614000,,519146,R7決算書p27
2025,2,総務費,4,選挙費,1,選挙管理委員会費,259000,-174000,,,85000,84100,,,,,900,R7決算書p28
2025,2,総務費,4,選挙費,3,参議院議員選挙費,3113000,1187000,,,4300000,4298337,,,,,1663,R7決算書p28
2025,2,総務費,4,選挙費,9,衆議院議員選挙費,0,3673000,,,3673000,3626247,,,,,46753,R7決算書p28
2025,2,総務費,5,統計調査費,2,指定統計調査費,1642000,107000,,,1749000,1746205,,,,,2795,R7決算書p29
2025,2,総務費,6,監査委員費,1,監査委員費,661000,-94000,,,567000,565520,,,,,1480,R7決算書p29
2025,2,総務費,7,国土調査費,1,地籍調査費,24001000,1113000,,,25114000,24615384,,,,,498616,R7決算書p29
2025,3,民生費,1,社会福祉費,1,社会福祉総務費,97228000,-2685000,683000,,95226000,91578782,,,2394000,,1253218,R7決算書p30
2025,3,民生費,1,社会福祉費,2,老人福祉費,63190000,-4568000,,,58622000,58538854,,,,,83146,R7決算書p32
2025,3,民生費,1,社会福祉費,3,国民年金事務費,6301000,366000,,,6667000,6630878,,,,,36122,R7決算書p33
2025,3,民生費,1,社会福祉費,4,障害者福祉費,72320000,-5995000,,,66325000,64790407,,,,,1534593,R7決算書p34
2025,3,民生費,1,社会福祉費,7,定住対策費,13132000,-5019000,,,8113000,7932500,,,,,180500,R7決算書p34
2025,3,民生費,1,社会福祉費,10,老人福祉施設管理運営費,64855000,-555000,,,64300000,64276284,,,,,23716,R7決算書p34
2025,3,民生費,1,社会福祉費,13,在宅介護支援センター運営費,1078000,-301000,,,777000,766610,,,,,10390,R7決算書p35
2025,3,民生費,1,社会福祉費,14,授産施設一般管理費,18308000,711000,,,19019000,18723372,,,,,295628,R7決算書p35
2025,3,民生費,1,社会福祉費,15,授産施設業務費,6605000,689000,,,7294000,7288423,,,,,5577,R7決算書p36
2025,3,民生費,2,児童福祉費,1,児童福祉総務費,0,1869000,,,1869000,1868900,,,,,100,R7決算書p36
2025,3,民生費,2,児童福祉費,2,児童措置費,19312000,-1876000,,,17436000,17416000,,,,,20000,R7決算書p37
2025,3,民生費,2,児童福祉費,5,保育所費,43535000,-218000,,,43317000,42164757,,,,,1152243,R7決算書p37
2025,3,民生費,2,児童福祉費,7,児童クラブ運営費,3556000,-3000,,,3553000,3551604,,,,,1396,R7決算書p38
2025,4,衛生費,1,保健衛生費,1,保健衛生総務費,139572000,-5008000,506000,,135070000,134045720,,,,,1024280,R7決算書p38
2025,4,衛生費,1,保健衛生費,2,予防費,14129000,-5441000,,,8688000,7438597,,,,,1249403,R7決算書p39
2025,4,衛生費,1,保健衛生費,3,環境衛生費,10935000,-4453000,,,6482000,6177152,,,,,304848,R7決算書p41
2025,4,衛生費,2,清掃費,1,し尿処理費,13899000,1270000,,,15169000,15168450,,,,,550,R7決算書p41
2025,4,衛生費,2,清掃費,2,塵芥処理費,33678000,-969000,,,32709000,31759656,,,,,949344,R7決算書p42
2025,6,農林水産業費,1,農業費,1,農業委員会費,4881000,-300000,,,4581000,4525612,,,,,55388,R7決算書p42
2025,6,農林水産業費,1,農業費,2,農業総務費,13955000,1154000,,,15109000,14712267,,,,,396733,R7決算書p43
2025,6,農林水産業費,1,農業費,3,農業振興費,39694000,13535000,,,53229000,50075806,,,352000,,2801194,R7決算書p43
2025,6,農林水産業費,1,農業費,4,畜産業費,1589000,-400000,,,1189000,1182975,,,,,6025,R7決算書p45
2025,6,農林水産業費,1,農業費,5,畜産振興費,1667000,-734000,,,933000,924900,,,,,8100,R7決算書p45
2025,6,農林水産業費,1,農業費,6,農地費,34982000,-11510000,,,23472000,22990569,,,,,481431,R7決算書p45
2025,6,農林水産業費,1,農業費,7,農業振興地域整備促進事業費,4238000,-168000,,,4070000,4015000,,,,,55000,R7決算書p45
2025,6,農林水産業費,1,農業費,20,地域おこし協力隊事業,4390000,-4390000,,,0,0,,,,,0,R7決算書p45
2025,6,農林水産業費,1,農業費,21,日本型直接支払事業,2827000,-207000,,,2620000,2476749,,,,,143251,R7決算書p46
2025,6,農林水産業費,1,農業費,22,集落支援事業,5881000,289000,,,6170000,6156981,,,,,13019,R7決算書p46
2025,6,農林水産業費,2,林業費,1,林業総務費,12510000,-115000,,,12395000,12265819,,,,,129181,R7決算書p46
2025,6,農林水産業費,2,林業費,2,林業振興費,17376000,-3778000,,,13598000,13380181,,,,,217819,R7決算書p47
2025,6,農林水産業費,2,林業費,3,林道費,43867000,31909000,29876000,,105652000,66146251,,,36806000,,2699749,R7決算書p48
2025,6,農林水産業費,2,林業費,4,造林費,6300000,-3880000,,,2420000,2417786,,,,,2214,R7決算書p48
2025,6,農林水産業費,2,林業費,6,森林整備センター受託事業費,5830000,-2030000,,,3800000,3795000,,,,,5000,R7決算書p48
2025,6,農林水産業費,2,林業費,10,森林環境譲与税活用費,25613000,4320000,10780000,,40713000,40538300,,,,,174700,R7決算書p48
2025,6,農林水産業費,2,林業費,11,集落支援事業,246000,-246000,,,0,0,,,,,0,R7決算書p49
2025,7,商工費,1,商工費,1,商工総務費,12258000,2403000,,,14661000,14621858,,,,,39142,R7決算書p49
2025,7,商工費,1,商工費,2,商工振興費,24209000,-391000,,,23818000,23750417,,,,,67583,R7決算書p49
2025,7,商工費,1,商工費,3,観光費,83683000,-5127000,18462000,,97018000,83299281,,,12269000,,1449719,R7決算書p50
2025,7,商工費,1,商工費,4,地域おこし協力隊事業,2359000,-367000,,,1992000,1652447,,,,,339553,R7決算書p52
2025,7,商工費,1,商工費,5,集落支援事業,7121000,-79000,,,7042000,5738746,,,,,1303254,R7決算書p52
2025,8,土木費,1,土木管理費,1,土木総務費,1053000,1114000,,,2167000,2142246,,,,,24754,R7決算書p52
2025,8,土木費,2,道路橋梁費,1,道路維持費,22754000,3047000,,,25801000,24176207,,,,,1624793,R7決算書p53
2025,8,土木費,2,道路橋梁費,2,道路新設改良費,75790000,-8812000,7541000,,74519000,72116635,,,,,2402365,R7決算書p53
2025,8,土木費,2,道路橋梁費,3,道路台帳整備費,2663000,500000,,,3163000,3157000,,,,,6000,R7決算書p54
2025,8,土木費,2,道路橋梁費,4,橋梁維持費,375380000,-191784000,69931000,,253527000,219175330,,,25609000,,8742670,R7決算書p54
2025,8,土木費,3,河川費,1,河川維持費,10581000,3552000,,,14133000,13608100,,,,,524900,R7決算書p54
2025,8,土木費,4,住宅費,1,住宅管理費,24750000,-11649000,,,13101000,13084236,,,,,16764,R7決算書p55
2025,9,消防費,1,消防費,1,常備消防費,37951000,0,,,37951000,37951000,,,,,0,R7決算書p55
2025,9,消防費,1,消防費,2,非常備消防費,39125000,-9144000,,,29981000,29721152,,,,,259848,R7決算書p55
2025,9,消防費,1,消防費,3,消防施設費,21928000,-2728000,,,19200000,19106342,,,,,93658,R7決算書p57
2025,9,消防費,1,消防費,4,水防費,50000,-5000,,,45000,44770,,,,,230,R7決算書p57
2025,9,消防費,1,消防費,6,災害防止費,1839000,-1052000,,,787000,785633,,,,,1367,R7決算書p57
2025,9,消防費,1,消防費,7,山岳遭難救助費,2007000,-1743000,,,264000,262436,,,,,1564,R7決算書p58
2025,10,教育費,1,教育総務費,1,教育委員会費,1511000,-305000,,,1206000,1131458,,,,,74542,R7決算書p58
2025,10,教育費,1,教育総務費,2,事務局費,38009000,-2654000,,,35355000,29261407,,,5445000,,648593,R7決算書p58
2025,10,教育費,1,教育総務費,4,文化財保存費,6841000,1472000,,,8313000,7906962,,,,,406038,R7決算書p59
2025,10,教育費,1,教育総務費,6,文化施設費,21419000,-25000,,,21394000,20647046,,,,,746954,R7決算書p60
2025,10,教育費,2,小学校費,1,学校管理費,42613000,2603000,,,45216000,43533199,,,,,1682801,R7決算書p61
2025,10,教育費,2,小学校費,2,教育振興費,9847000,-1557000,,,8290000,7662485,,,,,627515,R7決算書p63
2025,10,教育費,3,中学校費,1,学校管理費,32430000,-315000,,,32115000,31078197,,,,,1036803,R7決算書p63
2025,10,教育費,3,中学校費,2,教育振興費,7748000,-1658000,,,6090000,5493419,,,,,596581,R7決算書p65
2025,10,教育費,4,社会教育費,1,社会教育総務費,11991000,-554000,,,11437000,11294634,,,,,142366,R7決算書p65
2025,10,教育費,4,社会教育費,2,公民館費,19506000,4397000,6875000,,30778000,27991191,,,,,2786809,R7決算書p65
2025,10,教育費,5,保健体育費,1,保健体育総務費,1642000,-1280000,,,362000,338507,,,,,23493,R7決算書p67
2025,10,教育費,5,保健体育費,2,学校給食運営費,14145000,278000,,,14423000,13742701,,,,,680299,R7決算書p67
2025,10,教育費,5,保健体育費,4,体育施設管理費,2340000,175000,,,2515000,2329110,,,,,185890,R7決算書p68
2025,11,災害復旧費,1,農林水産業施設災害復旧費,2,林道施設災害復旧費,0,7791000,42358000,,50149000,50025000,,,,,124000,R7決算書p68
2025,12,公債費,1,公債費,1,元金,250416000,2123000,,,252539000,234486310,,,,,18052690,R7決算書p68
2025,12,公債費,1,公債費,2,利子,8093000,1755000,,,9848000,9830908,,,,,17092,R7決算書p68
2025,13,諸支出金,1,基金費,1,財政調整基金費,94000,100000,,,194000,193527,,,,,473,R7決算書p69
2025,13,諸支出金,1,基金費,2,減債基金費,125000,132000,,,257000,256934,,,,,66,R7決算書p69
2025,13,諸支出金,1,基金費,3,公共施設等整備基金費,177000,590000,,,767000,765947,,,,,1053,R7決算書p69
2025,13,諸支出金,1,基金費,4,文教施設整備基金費,18000,23000,,,41000,40150,,,,,850,R7決算書p69
2025,13,諸支出金,1,基金費,5,ふるさとづくり基金費,2596000,597000,,,3193000,2800496,,,,,392504,R7決算書p69
2025,13,諸支出金,1,基金費,6,高齢者福祉基金費,4000,40015000,,,40019000,40018140,,,,,860,R7決算書p69
2025,13,諸支出金,1,基金費,14,森林環境譲与税基金,2000,183000,,,185000,6411,,,,,178589,R7決算書p69
2025,13,諸支出金,1,基金費,15,大鹿村さくら基金,0,1339000,,,1339000,1338006,,,,,994,R7決算書p69
2025,14,予備費,1,予備費,1,予備費,10000000,0,,,10000000,0,,,,,10000000,R7決算書p69
