fiscal_year,kan_no,kan_name,ko_no,ko_name,moku_no,moku_name,initial_budget,supplementary,carryover_in,budget_total,assessed,received,bad_debt,uncollected,source
2024,4,配当割交付金,1,配当割交付金,1,配当割交付金,320000,188000,,508000,508000,508000,,0,R6決算書p8
2024,5,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,308000,370000,,678000,678000,678000,,0,R6決算書p8
2024,6,法人事業税交付金,1,法人事業税交付金,1,法人事業税交付金,2662000,-227000,,2435000,2435000,2435000,,0,R6決算書p8
2024,7,地方消費税交付金,1,地方消費税交付金,1,地方消費税交付金,26557000,184000,,26741000,26741000,26741000,,0,R6決算書p8
2024,8,環境性能割交付金,1,環境性能割交付金,1,環境性能割交付金,2051000,631000,,2682000,2682000,2682000,,0,R6決算書p9
2024,9,地方特例交付金,1,地方特例交付金,1,地方特例交付金,111000,2569000,,2680000,2680000,2680000,,0,R6決算書p9
2024,10,地方交付税,1,地方交付税,1,地方交付税,1040000000,293856000,,1333856000,1333856000,1333856000,,0,R6決算書p9
2024,11,分担金及び負担金,2,負担金,2,民生費負担金,737000,4000,,741000,741000,741000,,0,R6決算書p9
2024,11,分担金及び負担金,2,負担金,3,農林水産業費負担金,0,67000,,67000,35200,35200,,0,R6決算書p9
2024,12,使用料及び手数料,1,使用料,2,民生使用料,118000,192000,,310000,239930,239930,,0,R6決算書p9
2024,12,使用料及び手数料,1,使用料,3,農林使用料,1105000,7000,,1112000,1112549,1112549,,0,R6決算書p9
2024,12,使用料及び手数料,1,使用料,4,商工使用料,1739000,-131000,,1608000,1609416,1609416,,0,R6決算書p9
2024,12,使用料及び手数料,1,使用料,5,土木使用料,15160000,-43000,,15117000,15117073,15117073,,0,R6決算書p10
2024,12,使用料及び手数料,1,使用料,7,教育施設使用料,3866000,-773000,,3093000,3087556,3087556,,0,R6決算書p10
2024,12,使用料及び手数料,2,手数料,1,総務手数料,796000,-144000,,652000,653100,653100,,0,R6決算書p10
2024,12,使用料及び手数料,2,手数料,3,衛生費手数料,1457000,-164000,,1293000,1294700,1294700,,0,R6決算書p10
2024,13,国庫支出金,1,国庫負担金,1,民生費国庫負担金,44767000,-2895000,,41872000,41885271,41885271,,0,R6決算書p10
2024,13,国庫支出金,1,国庫負担金,3,災害復旧費国庫負担金,0,44720000,51325000,96045000,51325000,51325000,,0,R6決算書p11
2024,13,国庫支出金,2,国庫補助金,1,総務費国庫補助金,14463000,23722000,7951000,46136000,33697593,33697593,,0,R6決算書p11
2024,13,国庫支出金,2,国庫補助金,2,民生費国庫補助金,3074000,227000,,3301000,3079000,3079000,,0,R6決算書p11
2024,13,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,560000,611000,,1171000,1170400,1170400,,0,R6決算書p11
2024,13,国庫支出金,2,国庫補助金,4,土木費国庫補助金,107600000,17556000,,125156000,85203000,85203000,,0,R6決算書p11
2024,13,国庫支出金,2,国庫補助金,5,農林水産業費国庫補助金,22230000,-2243000,,19987000,4310000,4310000,,0,R6決算書p12
2024,13,国庫支出金,2,国庫補助金,6,教育費国庫補助金,1632000,490000,,2122000,2119000,2119000,,0,R6決算書p12
2024,13,国庫支出金,2,国庫補助金,7,商工費国庫補助金,9000000,-1167000,,7833000,7833000,7833000,,0,R6決算書p12
2024,13,国庫支出金,3,国庫委託金,1,総務費国庫委託金,176000,2876000,,3052000,3268603,3268603,,0,R6決算書p12
2024,13,国庫支出金,3,国庫委託金,2,民生費国庫委託金,1342000,-1029000,,313000,313012,313012,,0,R6決算書p12
2024,14,県支出金,1,県負担金,1,民生費県負担金,35544000,-2217000,,33327000,29590548,29590548,,0,R6決算書p12
2024,14,県支出金,2,県補助金,1,総務費県補助金,10600000,-538000,,10062000,10062000,10062000,,0,R6決算書p13
2024,14,県支出金,2,県補助金,2,民生費県補助金,3857000,-353000,,3504000,3128000,3128000,,0,R6決算書p13
2024,14,県支出金,2,県補助金,3,衛生費県補助金,1408000,921000,,2329000,1823100,1823100,,0,R6決算書p13
2024,14,県支出金,2,県補助金,4,農林水産業費県補助金,9910000,-3029000,,6881000,6808561,6808561,,0,R6決算書p14
2024,14,県支出金,2,県補助金,5,土木費県補助金,146000,2426000,,2572000,2572500,2572500,,0,R6決算書p14
2024,14,県支出金,2,県補助金,8,教育費県補助金,25000,0,,25000,25000,25000,,0,R6決算書p14
2024,14,県支出金,2,県補助金,9,災害復旧費県補助金,0,0,,0,20697000,20697000,,0,R6決算書p14
2024,14,県支出金,3,県委託金,1,総務費県委託金,2173000,-318000,,1855000,1857190,1857190,,0,R6決算書p14
2024,14,県支出金,3,県委託金,2,民生費県委託金,1000,0,,1000,1230,1230,,0,R6決算書p14
2024,14,県支出金,3,県委託金,3,農林水産業費県委託金,846000,0,,846000,875000,875000,,0,R6決算書p14
2024,15,財産収入,1,財産運用収入,1,財産貸付収入,4036000,-582000,,3454000,3455294,3455294,,0,R6決算書p15
2024,15,財産収入,1,財産運用収入,2,利子及び配当金,2782000,301000,,3083000,3087552,3087552,,0,R6決算書p15
2024,15,財産収入,2,財産売払収入,1,不動産売払収入,500000,609000,,1109000,1142411,1142411,,0,R6決算書p15
2024,15,財産収入,2,財産売払収入,3,生産物売払収入,20000,-6000,,14000,14600,14600,,0,R6決算書p15
2024,16,寄付金,1,寄付金,1,寄付金,7700000,8200000,,15900000,16240101,16240101,,0,R6決算書p15
2024,17,繰入金,1,基金繰入金,2,減債基金繰入金,203462000,-203462000,,0,0,0,,0,R6決算書p15
2024,17,繰入金,1,基金繰入金,3,公共施設等整備基金繰入金,26599000,-26599000,,0,0,0,,0,R6決算書p15
2024,17,繰入金,1,基金繰入金,5,ふるさとづくり基金繰入金,2130000,430000,,2560000,2560000,2560000,,0,R6決算書p15
2024,18,繰越金,1,繰越金,1,前年度繰越金,30000000,75240000,,105240000,105247026,105247026,,0,R6決算書p16
2024,19,諸収入,1,延滞金加算金及び過料,1,延滞金,15000,8000,,23000,23700,23700,,0,R6決算書p16
2024,19,諸収入,2,預金利子,1,村預金利子,101000,155000,,256000,261844,261844,,0,R6決算書p16
2024,19,諸収入,3,貸付金元利収入,1,貸付金元利収入,300000,0,,300000,0,0,,0,R6決算書p16
2024,19,諸収入,4,受託事業収入,1,農林水産業費受託事業収入,1494000,-772000,,722000,722500,722500,,0,R6決算書p16
2024,19,諸収入,4,受託事業収入,2,授産事業受託収入,5660000,408000,,6068000,6068358,6068358,,0,R6決算書p16
2024,19,諸収入,4,受託事業収入,3,特定健康診査等受託料,1003000,-305000,,698000,697040,697040,,0,R6決算書p16
2024,19,諸収入,5,雑入,1,雑入,78798000,-3919000,,74879000,76321747,76321747,,0,R6決算書p17
2024,19,諸収入,5,雑入,4,介護給付費収入,6704000,0,,6704000,6897030,6897030,,0,R6決算書p17
2024,20,村債,1,村債,1,総務債,295700000,-68700000,166800000,393800000,308200000,308200000,,0,R6決算書p17
2024,20,村債,1,村債,3,災害復旧債,0,19700000,,19700000,0,0,,0,R6決算書p17
2024,30,自動車取得税交付金,1,自動車取得税交付金,1,自動車取得税交付金,0,131000,,131000,131000,131000,,0,R6決算書p17
2025,1,村税,1,村民税,1,個人村民税,26791000,4723000,,31514000,31508099,31231839,,276260,R7決算書p7
2025,1,村税,1,村民税,2,法人村民税,14825000,5934000,,20759000,20759200,20759200,,0,R7決算書p7
2025,1,村税,2,固定資産税,1,固定資産税,51183000,2227000,,53410000,53411070,53074700,,336370,R7決算書p7
2025,1,村税,2,固定資産税,2,国有資産等所在市町村交付金及び納付金,77491000,0,,77491000,77492300,77492300,,0,R7決算書p7
2025,1,村税,3,軽自動車税,2,環境性能割,406000,-210000,,196000,196500,196500,,0,R7決算書p7
2025,1,村税,3,軽自動車税,3,種別割,5268000,-107000,,5161000,5162600,5105300,,57300,R7決算書p7
2025,1,村税,4,村たばこ税,1,村たばこ税,2678000,-262000,,2416000,2416346,2416346,,0,R7決算書p7
2025,1,村税,8,入湯税,1,入湯税,96000,218000,,314000,314850,314850,,0,R7決算書p7
2025,2,地方譲与税,1,地方揮発油譲与税,1,地方揮発油譲与税,5944000,-174000,,5770000,5770000,5770000,,0,R7決算書p8
2025,2,地方譲与税,2,自動車重量譲与税,1,自動車重量譲与税,18462000,716000,,19178000,19178000,19178000,,0,R7決算書p8
2025,2,地方譲与税,5,森林環境譲与税,1,森林環境譲与税,22014000,-542000,,21472000,21472000,21472000,,0,R7決算書p8
2025,3,利子割交付金,1,利子割交付金,1,利子割交付金,23000,107000,,130000,130000,130000,,0,R7決算書p8
2025,4,配当割交付金,1,配当割交付金,1,配当割交付金,387000,153000,,540000,540000,540000,,0,R7決算書p8
2025,5,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,1,株式等譲渡所得割交付金,300000,543000,,843000,843000,843000,,0,R7決算書p8
2025,6,法人事業税交付金,1,法人事業税交付金,1,法人事業税交付金,2295000,280000,,2575000,2575000,2575000,,0,R7決算書p8
2025,7,地方消費税交付金,1,地方消費税交付金,1,地方消費税交付金,24694000,4185000,,28879000,28879000,28879000,,0,R7決算書p8
2025,8,環境性能割交付金,1,環境性能割交付金,1,環境性能割交付金,2490000,277000,,2767000,2767000,2767000,,0,R7決算書p9
2025,9,地方特例交付金,1,地方特例交付金,1,地方特例交付金,111000,-83000,,28000,28000,28000,,0,R7決算書p9
2025,10,地方交付税,1,地方交付税,1,地方交付税,1050000000,340351000,,1390351000,1390351000,1390351000,,0,R7決算書p9
2025,11,分担金及び負担金,2,負担金,2,民生費負担金,768000,-43000,,725000,801587,725400,,76187,R7決算書p9
2025,12,使用料及び手数料,1,使用料,2,民生使用料,154000,245000,,399000,399680,399380,,300,R7決算書p9
2025,12,使用料及び手数料,1,使用料,3,農林使用料,1103000,0,,1103000,898398,898398,,0,R7決算書p9
2025,12,使用料及び手数料,1,使用料,4,商工使用料,1666000,13000,,1679000,1679950,503950,,1176000,R7決算書p9
2025,12,使用料及び手数料,1,使用料,5,土木使用料,15311000,-1232000,,14079000,14079136,14079136,,0,R7決算書p10
2025,12,使用料及び手数料,1,使用料,7,教育施設使用料,4107000,-1082000,,3025000,3027856,3027856,,0,R7決算書p10
2025,12,使用料及び手数料,2,手数料,1,総務手数料,656000,-60000,,596000,597950,597950,,0,R7決算書p10
2025,12,使用料及び手数料,2,手数料,3,衛生費手数料,1457000,-425000,,1032000,1032600,1032600,,0,R7決算書p10
2025,13,国庫支出金,1,国庫負担金,1,民生費国庫負担金,51952000,-8748000,,43204000,43206449,43206449,,0,R7決算書p10
2025,13,国庫支出金,1,国庫負担金,3,災害復旧費国庫負担金,0,0,40876550,40876550,0,0,,0,R7決算書p10
2025,13,国庫支出金,2,国庫補助金,1,総務費国庫補助金,94360000,16706000,2328000,113394000,91010368,91010368,,0,R7決算書p11
2025,13,国庫支出金,2,国庫補助金,2,民生費国庫補助金,2774000,1710000,,4484000,5433000,5433000,,0,R7決算書p11
2025,13,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,560000,-414000,,146000,146000,146000,,0,R7決算書p11
2025,13,国庫支出金,2,国庫補助金,4,土木費国庫補助金,259020000,-144825000,39953000,154148000,139676000,139676000,,0,R7決算書p11
2025,13,国庫支出金,2,国庫補助金,5,農林水産業費国庫補助金,3963000,-1658000,14586000,16891000,16891000,16891000,,0,R7決算書p11
2025,13,国庫支出金,2,国庫補助金,6,教育費国庫補助金,2632000,-521000,,2111000,2112000,2112000,,0,R7決算書p12
2025,13,国庫支出金,2,国庫補助金,7,商工費国庫補助金,2000000,-2000000,,0,0,0,,0,R7決算書p12
2025,13,国庫支出金,3,国庫委託金,1,総務費国庫委託金,3284000,4001000,,7285000,7285973,7285973,,0,R7決算書p12
2025,13,国庫支出金,3,国庫委託金,2,民生費国庫委託金,1011000,-302000,,709000,709929,709929,,0,R7決算書p12
2025,14,県支出金,1,県負担金,1,民生費県負担金,34050000,-1428000,,32622000,32624819,32624819,,0,R7決算書p12
2025,14,県支出金,2,県補助金,1,総務費県補助金,12490000,8607000,,21097000,21097560,21097560,,0,R7決算書p13
2025,14,県支出金,2,県補助金,2,民生費県補助金,4529000,-519000,,4010000,3998000,3998000,,0,R7決算書p13
2025,14,県支出金,2,県補助金,3,衛生費県補助金,1465000,-604000,506000,1367000,1367000,1367000,,0,R7決算書p13
2025,14,県支出金,2,県補助金,4,農林水産業費県補助金,19784000,-3445000,,16339000,5222877,5222877,,0,R7決算書p14
2025,14,県支出金,2,県補助金,5,土木費県補助金,10912000,-9724000,,1188000,1188000,1188000,,0,R7決算書p14
2025,14,県支出金,2,県補助金,8,教育費県補助金,25000,0,,25000,25000,25000,,0,R7決算書p14
2025,14,県支出金,2,県補助金,9,災害復旧費県補助金,0,0,,0,40054000,40054000,,0,R7決算書p14
2025,14,県支出金,3,県委託金,1,総務費県委託金,2962000,174000,,3136000,3138994,3138994,,0,R7決算書p14
2025,14,県支出金,3,県委託金,2,民生費県委託金,1000,0,,1000,1230,1230,,0,R7決算書p14
2025,14,県支出金,3,県委託金,3,農林水産業費県委託金,846000,0,,846000,934000,934000,,0,R7決算書p14
2025,15,財産収入,1,財産運用収入,1,財産貸付収入,3099000,-19000,,3080000,3323043,3322591,,452,R7決算書p15
2025,15,財産収入,1,財産運用収入,2,利子及び配当金,2811000,3264000,,6075000,6084607,6084607,,0,R7決算書p15
2025,15,財産収入,2,財産売払収入,1,不動産売払収入,400000,887000,,1287000,1287016,1287016,,0,R7決算書p15
2025,15,財産収入,2,財産売払収入,3,生産物売払収入,20000,-20000,,0,0,0,,0,R7決算書p15
2025,16,寄付金,1,寄付金,1,寄付金,7985000,-997000,,6988000,6998283,6998283,,0,R7決算書p15
2025,17,繰入金,1,基金繰入金,2,減債基金繰入金,223529000,-223529000,,0,0,0,,0,R7決算書p15
2025,17,繰入金,1,基金繰入金,3,公共施設等整備基金繰入金,69283000,-69283000,,0,0,0,,0,R7決算書p15
2025,17,繰入金,1,基金繰入金,5,ふるさとづくり基金繰入金,22182000,-19751000,,2431000,2431000,2431000,,0,R7決算書p15
2025,17,繰入金,1,基金繰入金,6,高齢者福祉基金繰入金,63000000,-63000000,,0,0,0,,0,R7決算書p15
2025,17,繰入金,1,基金繰入金,11,森林環境譲与税基金繰入金,3599000,15280000,,18879000,19016300,19016300,,0,R7決算書p16
2025,17,繰入金,1,基金繰入金,12,大鹿村さくら基金繰入金,0,1338000,,1338000,0,0,,0,R7決算書p16
2025,18,繰越金,1,繰越金,1,前年度繰越金,50000000,59781000,,109781000,109781603,109781603,,0,R7決算書p16
2025,19,諸収入,1,延滞金加算金及び過料,1,延滞金,12000,14000,,26000,26700,26700,,0,R7決算書p16
2025,19,諸収入,2,預金利子,1,村預金利子,101000,691000,,792000,799705,799705,,0,R7決算書p16
2025,19,諸収入,3,貸付金元利収入,1,貸付金元利収入,300000,-300000,,0,0,0,,0,R7決算書p16
2025,19,諸収入,4,受託事業収入,1,農林水産業費受託事業収入,6035000,-2018000,,4017000,4017400,4017400,,0,R7決算書p16
2025,19,諸収入,4,受託事業収入,2,授産事業受託収入,6605000,683000,,7288000,7288423,7288423,,0,R7決算書p17
2025,19,諸収入,4,受託事業収入,3,特定健康診査等受託料,1003000,-296000,,707000,707240,707240,,0,R7決算書p17
2025,19,諸収入,5,雑入,1,雑入,57899000,-13558000,,44341000,44086850,43055215,,1031635,R7決算書p17
2025,19,諸収入,5,雑入,4,介護給付費収入,6337000,-483000,,5854000,5854620,5854620,,0,R7決算書p17
2025,20,村債,1,村債,1,総務債,285100000,-98300000,84300000,271100000,249000000,249000000,,0,R7決算書p17
2025,20,村債,1,村債,2,土木債,1400000,23000000,,24400000,24400000,24400000,,0,R7決算書p17
2025,20,村債,1,村債,3,災害復旧債,0,0,19700000,19700000,3200000,3200000,,0,R7決算書p17
